gene_id	Regulation	Type
ARL14EPL	down	mRNA
TRIM36	down	mRNA
C1orf53	down	mRNA
PCYT1B	up	mRNA
TECTA	up	mRNA
FOXL2	up	mRNA
PRSS27	up	mRNA
E2F5	down	mRNA
CCDC87	up	mRNA
AKAP5	down	mRNA
SH2D2A	up	mRNA
CD83	up	mRNA
ZFHX2	up	mRNA
MEDAG	up	mRNA
MATN3	down	mRNA
NKD1	down	mRNA
SMPD3	down	mRNA
AP000944.5	up	mRNA
DUSP15	up	mRNA
SPESP1	down	mRNA
SERHL2	up	mRNA
AREG	down	mRNA
CDA	down	mRNA
FAM227B	down	mRNA
EFNB3	up	mRNA
ACYP2	down	mRNA
MMP7	down	mRNA
SLC5A10	up	mRNA
CADM1	down	mRNA
PRIM1	down	mRNA
SEPTIN1	up	mRNA
ZFAND4	down	mRNA
ARRDC5	up	mRNA
KCNF1	up	mRNA
HIST1H3H	down	mRNA
ZMYND12	down	mRNA
SPNS3	down	mRNA
ADAM8	up	mRNA
ATL1	down	mRNA
C19orf44	up	mRNA
SNAP23	down	mRNA
ZNF366	down	mRNA
ACE	up	mRNA
BEST4	up	mRNA
NPIPA7	up	mRNA
AFF3	up	mRNA
MCF2L2	up	mRNA
GABBR2	down	mRNA
MGARP	down	mRNA
DEPTOR	down	mRNA
MROH8	down	mRNA
MASP1	down	mRNA
MZT2B	down	mRNA
IMMP1L	down	mRNA
ITLN1	down	mRNA
SLC7A2	up	mRNA
MYO1F	down	mRNA
ADORA2B	down	mRNA
AL358113.1	up	mRNA
CA8	up	mRNA
CYP4X1	down	mRNA
AK8	up	mRNA
NMNAT2	up	mRNA
ITGAX	up	mRNA
LIPG	up	mRNA
NANOS3	up	mRNA
FREM1	down	mRNA
LGI4	up	mRNA
GPD1	up	mRNA
TYMS	down	mRNA
DUOX1	up	mRNA
PLIN5	down	mRNA
SYT7	up	mRNA
GABRP	down	mRNA
NME5	down	mRNA
AUTS2	up	mRNA
ZFHX4	down	mRNA
MKRN2OS	down	mRNA
EGFLAM	down	mRNA
ADGRF3	down	mRNA
PLIN4	up	mRNA
ACSM2B	down	mRNA
AIF1	up	mRNA
IFNL1	down	mRNA
AMH	up	mRNA
ZNF280A	down	mRNA
NTN5	up	mRNA
TNFRSF11B	up	mRNA
LRRC4B	up	mRNA
MYLK2	up	mRNA
WNT4	up	mRNA
CCDC152	down	mRNA
GUCA1B	up	mRNA
ECSCR	down	mRNA
PSCA	up	mRNA
SPTA1	down	mRNA
ARHGAP9	up	mRNA
GPR84	up	mRNA
PCDHB10	up	mRNA
ZNF90	down	mRNA
ARG2	down	mRNA
PRR22	up	mRNA
IL7	down	mRNA
KCNG1	up	mRNA
PDK4	down	mRNA
ANK2	up	mRNA
NCF2	up	mRNA
DMC1	down	mRNA
TMPRSS6	up	mRNA
MYCN	up	mRNA
SYT15	down	mRNA
JPH3	down	mRNA
ERVK3-1	down	mRNA
TIAF1	up	mRNA
IL18	down	mRNA
LRRC39	up	mRNA
LIPC	down	mRNA
FOXD4	up	mRNA
POLR2I	down	mRNA
CFI	down	mRNA
ITGA2B	up	mRNA
HIST1H2AG	down	mRNA
IRF5	up	mRNA
CFB	down	mRNA
ASB2	up	mRNA
VIT	down	mRNA
BUB1B	down	mRNA
IQCN	up	mRNA
FBXO39	down	mRNA
GDF7	up	mRNA
PRND	down	mRNA
GOLGA6L10	up	mRNA
FANCB	down	mRNA
MYH14	up	mRNA
ANKHD1-EIF4EBP3	up	mRNA
FAM184B	up	mRNA
KLHL31	down	mRNA
GRIN1	up	mRNA
NPAS1	up	mRNA
CENPP	down	mRNA
PAK3	down	mRNA
SLC6A4	up	mRNA
ALX1	down	mRNA
SIDT1	down	mRNA
TXNDC5	down	mRNA
GRM6	up	mRNA
TNNT1	up	mRNA
ABCG4	up	mRNA
ALOXE3	up	mRNA
ZNF563	down	mRNA
SOX8	up	mRNA
HAP1	up	mRNA
NDUFA7	up	mRNA
DEXI	down	mRNA
FAM72D	down	mRNA
SLC16A14	down	mRNA
CERS6	down	mRNA
GVQW2	down	mRNA
RCOR2	up	mRNA
CD79B	down	mRNA
STEAP2	down	mRNA
RHPN2	down	mRNA
DNER	up	mRNA
RIMBP3	up	mRNA
TENT5C	down	mRNA
CCDC68	down	mRNA
APLNR	up	mRNA
FBP1	down	mRNA
NOTUM	down	mRNA
FZD9	up	mRNA
TUBB3	up	mRNA
TMEM82	up	mRNA
SCN3A	up	mRNA
MRPL54	down	mRNA
RUNDC3B	down	mRNA
EVI2B	down	mRNA
PCDHGA3	up	mRNA
ISL2	up	mRNA
FAM160A1	up	mRNA
OIP5	down	mRNA
FMO4	down	mRNA
AC099489.1	up	mRNA
SRCIN1	up	mRNA
FDXACB1	down	mRNA
LRP11	down	mRNA
CARMIL3	up	mRNA
DLX1	up	mRNA
LBHD1	up	mRNA
PLXNA4	down	mRNA
HPR	down	mRNA
DDIT4L	up	mRNA
HGFAC	up	mRNA
MYO7B	down	mRNA
GGN	up	mRNA
DHRS9	down	mRNA
ATP2C2	up	mRNA
IRF8	down	mRNA
NCF4	up	mRNA
SEMA5B	down	mRNA
CCNA1	down	mRNA
TMEM232	down	mRNA
SCN11A	up	mRNA
NLRC4	up	mRNA
HIST1H3C	down	mRNA
ARMC2	down	mRNA
GRIN2C	up	mRNA
TGFBR3L	up	mRNA
CFAP58	up	mRNA
IMPG1	down	mRNA
NPPA	up	mRNA
DCLK3	up	mRNA
C3AR1	down	mRNA
PCSK9	up	mRNA
TSPAN2	down	mRNA
CAMSAP3	up	mRNA
CSAG3	down	mRNA
SLC44A5	up	mRNA
TEPP	down	mRNA
TMEM191B	up	mRNA
ABCB4	up	mRNA
ANKRD45	down	mRNA
CADM3	down	mRNA
BSN	up	mRNA
ERP27	down	mRNA
TMEM233	up	mRNA
LCP1	up	mRNA
AC093512.2	up	mRNA
